EmpID,FirstName,LastName,ADEmail,JobTitle,GenderCode,Current Employee Rating,Experience
3754,Arielle,Potts,arielle.potts@bilearner.com,IT,Male,1,4
3755,Maxwell,Howell,maxwell.howell@bilearner.com,Manager,Female,4,9
3756,Junior,Bridges,junior.bridges@bilearner.com,Civil ,Female,3,4
3757,Salvatore,Noble,salvatore.noble@bilearner.com,Electrical Engineer,Male,2,1
3758,Heath,Hodges,heath.hodges@bilearner.com,IT,Male,3,2
3759,Gabriella,Warner,gabriella.warner@bilearner.com,HR,Male,1,5
3760,Ryan,Tate,ryan.tate@bilearner.com, web Designer,Male,3,1
3761,Hazel,Vincent,hazel.vincent@bilearner.com,Assistant,Female,1,9
3762,Gavyn,Riggs,gavyn.riggs@bilearner.com,IT,Female,2,1
3763,Giancarlo,Cross,giancarlo.cross@bilearner.com,Lawyer,Female,3,5
3764,Cristal,Bradshaw,cristal.bradshaw@bilearner.com,Manager,Female,3,3
3765,Guadalupe,Burke,guadalupe.burke@bilearner.com,Runner,Female,3,7
3766,Elisa,Henry,elisa.henry@bilearner.com,Manager,Female,3,4
3767,Kale,Fischer,kale.fischer@bilearner.com,HR,Female,2,1
3768,Morgan,Blackwell,morgan.blackwell@bilearner.com,Interior Designer,Female,4,8
3769,Ivan,Wright,ivan.wright@bilearner.com,IT,Male,3,10
3770,Nayeli,Hood,nayeli.hood@bilearner.com,Electrical Engineer,Male,3,2
3771,Marilyn,Smith,marilyn.smith@bilearner.com,Interior Designer,Male,3,1
3772,Zoie,Rowland,zoie.rowland@bilearner.com,IT,Female,3,7
3773,Ann,Nguyen,ann.nguyen@bilearner.com,IT,Female,3,2
3774,Ramiro,Savage,ramiro.savage@bilearner.com,IT,Male,3,1
3775,Karma,Koch,karma.koch@bilearner.com,HR,Male,3,9
3776,Jacqueline,Hendrix,jacqueline.hendrix@bilearner.com,Administrative,Male,3,7
3777,Kaitlin,Barker,kaitlin.barker@bilearner.com,Electrical Engineer,Male,3,9
3778,Semaj,Griffith,semaj.griffith@bilearner.com,VR,Male,3,3
3779,Damian,Burke,damian.burke@bilearner.com, web Designer,Female,3,10
